student_id,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
7151616346,Good,Good,Good,Good,Good,Seating Arrangement,No,None of these,Good,no
6351615717,Excellent,Excellent,Very Good,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,good experience
7151616338,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,No,None of these,Excellent,no
6351615714,Good,Excellent,Excellent,Good,Very Good,Drinking Water,Yes,Power Failure,Very Good,need improvements
4351613689,Good,Very Good,Very Good,Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,Software lagging,Very Good,NOTHING
8151616881,Good,Good,Average,Average,Average,Drinking Water,Yes,Software lagging,Average,it s ok
4451613799,Good,Good,Good,Good,Good,Drinking Water,Yes,None of these,Good,No
7151616345,Very Good,Very Good,Very Good,Very Good,Excellent,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,some improvements
7151616341,Very Good,Excellent,Excellent,Excellent,Very Good,Drinking Water,Yes,None of these,Excellent,NOTHING
8151616892,Average,Poor,Good,Poor,Poor,Waiting room,No,None of these,Excellent,ok
1151610177,Excellent,Excellent,Excellent,Excellent,Very Good,Seating Arrangement,Yes,None of these,Excellent,The Exam Center is Very Excellent
4351613688,Good,Average,Good,Poor,Average,Drinking Water,Yes,None of these,Good,no one
6351615720,Very Good,Excellent,Excellent,Good,Very Good,Ample lights,Yes,None of these,Excellent,no
5151614015,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
4351613693,Very Good,Very Good,Very Good,Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
2151611147,Very Good,Very Good,Very Good,Good,Good,Seating Arrangement,No,None of these,Very Good,please show the remaing time of exam on computer.
4351613706,Excellent,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,EXCELLENT
5151614017,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
7151616335,Good,Good,Good,Average,Good,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Excellent,"Sir, no improvement required."
4351613695,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Excellent,.
5151614014,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
4451513793,Good,Very Good,Very Good,Very Good,Excellent,Seating Arrangement,Yes,None of these,Excellent,No
5151614018,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
2151611154,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
2151611125,Very Good,Very Good,Good,Good,Very Good,Drinking Water,Yes,None of these,Very Good,NO
7151616354,Good,Very Good,Very Good,Very Good,Good,"Seating Arrangement, Washrooms",Yes,None of these,Very Good,NO
7151616333,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,Power Failure,Excellent,SIR YOU SHOULD IMPROVE YOUR TAKING TO STUDNET
1151610171,Good,Very Good,Average,Good,Good,Washrooms,Yes,None of these,Good,No Comments
5151614013,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
5351604653,Excellent,Very Good,Very Good,Very Good,Excellent,"Seating Arrangement, Drinking Water",No,None of these,Excellent,ok
6351615710,Good,Very Good,Very Good,Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,NO SUGGESTION CENTER IS ALL GOOD
1552610800,Excellent,Excellent,Excellent,Excellent,Excellent,Drinking Water,No,None of these,Excellent,Excellent
4451513796,Very Good,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,everything good
1151610170,Good,Good,Good,Good,Good,"Seating Arrangement, Ample lights, Washrooms",No,None of these,Good,no
7151616349,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,No,Power Failure,Excellent,no
5151614010,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
1552610790,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no
5152614410,Excellent,Excellent,Very Good,Very Good,Good,Drinking Water,Yes,None of these,Excellent,NO ANY SUGGETION
5151513996,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
4451513798,Very Good,Excellent,Excellent,Good,Excellent,"Seating Arrangement, Washrooms",Yes,None of these,Excellent,no
5151614009,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
7151616340,Average,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Average,please provide headfone facility by lab.
4451513794,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,No. thanks.
6451615783,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Washrooms",Yes,None of these,Good,No
5351614670,Poor,Very Good,Very Good,Good,Poor,Washrooms,Yes,None of these,Good,No
8351607257,Poor,Average,Average,Poor,Very Good,"Seating Arrangement, Drinking Water",Yes,"PC Hang, Internet failure, Software lagging, PC Restart",Poor,please improve your facilities seating arrangement and headphones
5351614663,Excellent,Excellent,Very Good,Very Good,Excellent,Seating Arrangement,Yes,None of these,Excellent,Online exam is best
2151611132,Good,Good,Good,Good,Poor,Waiting room,Yes,None of these,Good,no
8351607275,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,good
4451513795,Very Good,Very Good,Very Good,Good,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,headphones should be in much better conditions
5351614668,Very Good,Very Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,No improvements
4451613800,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Good,NO
1552610799,Very Good,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
5351604651,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,The more pratice of student of software.
4351613687,Very Good,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,very good exprience in this exan
8351607278,Excellent,Good,Very Good,Good,Good,Seating Arrangement,Yes,None of these,Good,good
8351607256,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,VERY GOOD
5351604652,Poor,Excellent,Excellent,Excellent,Good,Seating Arrangement,Yes,None of these,Excellent,please free provide software to student for more pratice and do not take a charge of this
8351607255,Excellent,Very Good,Good,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Good,good
5151514003,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room",Yes,None of these,Excellent,no
5351604649,Good,Good,Good,Good,Good,Drinking Water,Yes,None of these,Good,no
5351604650,Excellent,Average,Very Good,Good,Excellent,Seating Arrangement,No,None of these,Very Good,demo dila pahije
7151716357,Average,Good,Good,Good,Good,"Seating Arrangement, Drinking Water",No,Software lagging,Good,all is good not excellent
1552610798,Very Good,Very Good,Very Good,Very Good,Excellent,Seating Arrangement,Yes,None of these,Good,NO ANU SU
7151616348,Good,Excellent,Excellent,Good,Average,Seating Arrangement,No,None of these,Very Good,i dont have any suggestion
8351607282,Good,Good,Good,Very Good,Good,Drinking Water,Yes,None of these,Average,Good
4351613685,Very Good,Very Good,Very Good,Very Good,Very Good,Washrooms,Yes,None of these,Very Good,nothing
8351617292,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,NO
5151514002,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
5351614660,Excellent,Excellent,Excellent,Excellent,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no.
5151514001,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room",Yes,None of these,Excellent,no
1651510869,Average,Average,Good,Good,Good,Ample lights,Yes,None of these,Very Good,no
1552610809,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
4451513792,Excellent,Excellent,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Very Good,There is no waiting room.
1552610804,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
5351614672,Excellent,Excellent,Excellent,Very Good,Very Good,"Seating Arrangement, Ample lights",No,None of these,Very Good,No need
5151513997,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,No.
5351604647,Good,Very Good,Very Good,Excellent,Good,Ample lights,No,None of these,Very Good,no
5151513999,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,Power Failure,Excellent,no
1552610801,Very Good,Very Good,Very Good,Very Good,Good,Ample lights,Yes,None of these,Very Good,no.
5351614666,Very Good,Good,Very Good,Good,Good,Drinking Water,Yes,None of these,Good,Good
5151514000,Excellent,Excellent,Excellent,Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
1451500456,Good,Good,Good,Very Good,Average,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,None of these,Good,no
1451500455,Good,Very Good,Very Good,Excellent,Average,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
5351614662,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,Not at all
5351614678,Excellent,Excellent,Excellent,Excellent,Excellent,Drinking Water,Yes,PC Restart,Poor,very nice
7151616328,Average,Good,Average,Average,Average,Seating Arrangement,Yes,None of these,Good,NOTHING
7151616326,Average,Average,Good,Average,Average,Seating Arrangement,Yes,None of these,Good,Nothing....
5351614679,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,Power Failure,Excellent,VERY GOOD
8351607280,Excellent,Excellent,Average,Average,Good,Seating Arrangement,No,None of these,Good,good
8351607281,Very Good,Very Good,Very Good,Very Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,all good
5152614408,Excellent,Excellent,Excellent,Excellent,Good,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Excellent,No Improvement Needed.
7151616329,Average,Good,Good,Very Good,Average,Seating Arrangement,Yes,None of these,Good,IT WAS GOOD.
2151611152,Very Good,Very Good,Very Good,Good,Good,Drinking Water,Yes,None of these,Good,NO
1552610795,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,excellent examamination....I love it
8351607279,Very Good,Excellent,Very Good,Average,Very Good,Seating Arrangement,Yes,None of these,Excellent,Good
2151611149,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Excellent,No all good
5151514005,Excellent,Excellent,Excellent,Very Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,good exam shorthand exam center good
2151611128,Average,Good,Good,Good,Good,Ample lights,Yes,None of these,Good,Exam Pad available to Examiner
8351607259,Very Good,Good,Good,Very Good,Very Good,Seating Arrangement,Yes,PC Hang,Average,good
8351607261,Very Good,Very Good,Very Good,Very Good,Very Good,Drinking Water,Yes,PC Hang,Very Good,no
8351607285,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,very good
1552610796,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Excellent,No
1552610794,Good,Good,Very Good,Good,Good,Seating Arrangement,Yes,None of these,Excellent,Nope
5152614400,Poor,Good,Good,Good,Good,Drinking Water,Yes,None of these,Good,Please make loudly and clearly sound
5151514004,Excellent,Excellent,Excellent,Average,Excellent,Seating Arrangement,Yes,None of these,Excellent,good
5152614412,Good,Very Good,Very Good,Good,Average,"Seating Arrangement, Ample lights",Yes,None of these,Good,no
2251601463,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,"PC Hang, None of these",Excellent,Bruhhhhhh
2151611127,Excellent,Very Good,Very Good,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Good,Require Seating Hall before start the exam
1552610806,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,everything is ok
5152614411,Average,Excellent,Excellent,Excellent,Average,"Seating Arrangement, Drinking Water, Washrooms",No,None of these,Excellent,NO
5152614405,Very Good,Very Good,Excellent,Very Good,Excellent,Seating Arrangement,Yes,Power Failure,Excellent,VERY GOOD YOUR SERVICES NOT CHANGES YOUR WORK
5351614680,Very Good,Excellent,Good,Average,Excellent,Seating Arrangement,Yes,None of these,Excellent,ok
1552610792,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Excellent,ok
1351610424,Average,Good,Good,Good,Poor,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,None of these,Good,no need
6251615582,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no suggestion
5152614413,Good,Excellent,Excellent,Very Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Excellent,PLEASE TAKE EXAM ON THE TIME THANK YOU
6251615581,Very Good,Excellent,Very Good,Very Good,Excellent,Seating Arrangement,No,None of these,Excellent,available for waitings rooms washrooms ands drinking water.
5351614664,Excellent,Very Good,Good,Very Good,Good,Drinking Water,Yes,None of these,Very Good,NO
5451605012,Excellent,Excellent,Excellent,Excellent,Excellent,Drinking Water,Yes,Power Failure,Excellent,asdfghjkkll
5351614667,Excellent,Very Good,Good,Good,Very Good,Seating Arrangement,Yes,PC Hang,Good,no
1552610807,Very Good,Excellent,Excellent,Very Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Average,NO
5152614414,Average,Very Good,Excellent,Very Good,Average,Seating Arrangement,Yes,None of these,Excellent,OFFLINE EXAM MUCH BETTER OF THIS
2151611126,Good,Excellent,Excellent,Very Good,Good,Waiting room,Yes,None of these,Excellent,NO
5152614420,Good,Excellent,Excellent,Good,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",No,None of these,Excellent,no
5152614406,Excellent,Very Good,Very Good,Very Good,Excellent,Waiting room,Yes,None of these,Excellent,EXCELLENT
5152614402,Very Good,Excellent,Very Good,Very Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,No suggestion
5451605034,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,Internet failure,Excellent,all ok
6251615586,Excellent,Excellent,Excellent,Excellent,Poor,Seating Arrangement,Yes,None of these,Good,PLZ DRINKING WATER
5351614677,Good,Very Good,Very Good,Excellent,Good,Drinking Water,Yes,None of these,Good,ok
6251615584,Excellent,Excellent,Poor,Very Good,Good,Washrooms,Yes,None of these,Excellent,please take a low fees for exam
5152614403,Good,Good,Good,Good,Good,Waiting room,Yes,None of these,Good,no suggestion
5451605038,Excellent,Excellent,Very Good,Excellent,Good,Seating Arrangement,Yes,PC Hang,Very Good,tecnical issu
2251601471,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,No suggestion
5152614401,Very Good,Excellent,Excellent,Excellent,Good,Seating Arrangement,No,None of these,Very Good,No Suggestion
2251601464,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,No,None of these,Excellent,no
8351607266,Good,Good,Good,Good,Good,"Seating Arrangement, Ample lights",Yes,Software lagging,Excellent,GOOD
5152614423,Good,Very Good,Very Good,Very Good,Good,Drinking Water,Yes,None of these,Very Good,NO
2251601470,Excellent,Very Good,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,No Suggestion.
6251615583,Good,Good,Good,Good,Good,"Seating Arrangement, Ample lights",Yes,None of these,Good,No.
2251611481,Average,Good,Good,Good,Average,Ample lights,No,None of these,Good,No suggestion
2251601461,Poor,Excellent,Excellent,Excellent,Very Good,Drinking Water,Yes,None of these,Excellent,no
5351614657,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Very Good,ok
2251601472,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,"During exam, I have no any problem in my online shorthand 60 marathi exam."
8351607269,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no
2251601467,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,Excellent
5351614681,Very Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no
5351614654,Excellent,Excellent,Excellent,Excellent,Good,"Seating Arrangement, Ample lights",Yes,None of these,Excellent,All facilities are good.
2251601460,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,No Suggestion or Improvement
5351614674,Excellent,Excellent,Excellent,Good,Excellent,Seating Arrangement,Yes,None of these,Excellent,Everything is excellent.
4251603214,Good,Very Good,Very Good,Good,Good,"Seating Arrangement, Ample lights",Yes,None of these,Excellent,please allow pencils in exam
2251601459,Excellent,Very Good,Very Good,Good,Good,"Seating Arrangement, Drinking Water, Waiting room, Washrooms",Yes,None of these,Good,GOOD
5152614421,Good,Very Good,Good,Good,Very Good,Seating Arrangement,No,None of these,Good,NO
7551616698,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,very good
1351610425,Good,Very Good,Very Good,Very Good,Good,Drinking Water,No,None of these,Average,NO
1351610426,Average,Good,Very Good,Very Good,Average,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",No,None of these,Very Good,no
5152614404,Very Good,Good,Excellent,Good,Average,Drinking Water,No,None of these,Good,.
8351607265,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,no
8351607272,Excellent,Good,Good,Excellent,Average,Seating Arrangement,Yes,None of these,Good,good
5152614418,Excellent,Very Good,Very Good,Very Good,Excellent,Seating Arrangement,Yes,PC Restart,Excellent,nothing
4251603216,Good,Very Good,Very Good,Very Good,Average,Drinking Water,No,None of these,Good,NO
1551610677,Poor,Good,Good,Very Good,Good,Seating Arrangement,Yes,PC Hang,Poor,NOT OK
2251611490,Very Good,Very Good,Very Good,Very Good,Good,Waiting room,Yes,None of these,Good,no
4251603217,Good,Good,Good,Good,Good,Drinking Water,Yes,None of these,Good,NO
4251603208,Average,Good,Very Good,Excellent,Average,Seating Arrangement,Yes,None of these,Good,no
5152614417,Good,Good,Very Good,Very Good,Very Good,Seating Arrangement,Yes,Power Failure,Excellent,nothinh
4251603212,Excellent,Good,Very Good,Excellent,Good,Seating Arrangement,Yes,None of these,Good,very good
4251603215,Good,Good,Very Good,Very Good,Good,Drinking Water,Yes,None of these,Good,good
2251611513,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,NO
5351614661,Good,Very Good,Excellent,Very Good,Good,Drinking Water,Yes,None of these,Excellent,ok
2151611133,Good,Very Good,Very Good,Very Good,Good,Seating Arrangement,Yes,None of these,Very Good,need some more break time between two passages.
2251601458,Good,Very Good,Good,Good,Good,"Seating Arrangement, Waiting room, Washrooms",Yes,None of these,Good,NO
1552610797,Very Good,Excellent,Excellent,Excellent,Excellent,Drinking Water,Yes,None of these,Excellent,COMPUTER DESK SETTING
1552610791,Good,Good,Good,Average,Good,Seating Arrangement,Yes,None of these,Excellent,none
5351514646,Very Good,Very Good,Excellent,Good,Good,Seating Arrangement,Yes,None of these,Very Good,good facility
1552610808,Average,Average,Average,Average,Average,Seating Arrangement,Yes,"Power Failure, None of these",Average,none
5152614419,Very Good,Good,Good,Very Good,Good,Seating Arrangement,Yes,Software lagging,Very Good,very good
1551610679,Average,Average,Good,Good,Average,"Seating Arrangement, Drinking Water, Waiting room, Washrooms",Yes,None of these,Average,no suggestion
1552610793,Excellent,Very Good,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,None
5351614655,Very Good,Very Good,Very Good,Very Good,Very Good,Drinking Water,Yes,None of these,Average,VERY GOOD
2151611142,Excellent,Excellent,Excellent,Excellent,Very Good,"Seating Arrangement, Ample lights",Yes,None of these,Excellent,Notning
8351607284,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,good
2151611141,Excellent,Very Good,Very Good,Very Good,Excellent,Seating Arrangement,No,"Software lagging, PC Restart",Good,"please don't waste our time by changing the date of examination, we have further plans as we don't live in pune we came from our home town. next time please take care about it  "
7551616695,Very Good,Very Good,Very Good,Excellent,Very Good,"Seating Arrangement, Drinking Water, Washrooms",Yes,Power Failure,Very Good,no
1551610671,Good,Excellent,Excellent,Excellent,Very Good,"Seating Arrangement, Washrooms",Yes,None of these,Very Good,abcd
2151611123,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,NA
1551610672,Poor,Good,Good,Good,Poor,Seating Arrangement,Yes,None of these,Good,provide shorthand book for dictation
2251611505,Very Good,Very Good,Very Good,Very Good,Very Good,"Seating Arrangement, Drinking Water, Waiting room, Washrooms",Yes,None of these,Excellent,NO
2151611143,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Good,No
1551610670,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Washrooms",Yes,None of these,Good,..
1551610675,Very Good,Very Good,Very Good,Very Good,Very Good,"Seating Arrangement, Ample lights, Washrooms",Yes,None of these,Good,waiting room should be provided to candidates after reporting the centre and also provide drinking water facility
1552610803,Very Good,Excellent,Very Good,Excellent,Excellent,Seating Arrangement,Yes,Power Failure,Excellent,no
2151611121,Very Good,Good,Good,Good,Very Good,Seating Arrangement,Yes,None of these,Good,please provide shorthand notebook for exam. not a single page.
7551616694,Very Good,Very Good,Good,Very Good,Good,Drinking Water,Yes,PC Hang,Very Good,NO
2151611130,Good,Very Good,Excellent,Excellent,Good,Seating Arrangement,Yes,None of these,Good,very good
8351607267,Very Good,Very Good,Very Good,Good,Good,Washrooms,Yes,None of these,Good,take online exam always.
6451615793,Good,Very Good,Excellent,Good,Excellent,"Drinking Water, Washrooms",Yes,None of these,Very Good,NO
2251601475,Good,Good,Good,Good,Good,Seating Arrangement,Yes,Internet failure,Very Good,very good
8351617287,Excellent,Good,Good,Excellent,Very Good,Seating Arrangement,Yes,None of these,Very Good,GOOD
2151611151,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,all very good services
2151611129,Good,Very Good,Very Good,Good,Good,Washrooms,No,None of these,Good,good
5351614669,Excellent,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Washrooms",Yes,None of these,Excellent,no
4251613252,Excellent,Excellent,Excellent,Excellent,Very Good,Seating Arrangement,No,None of these,Excellent,All facilities in the exam center was excellent.
1551610674,Good,Good,Good,Good,Good,Washrooms,Yes,None of these,Good,no suggetions
1552610810,Very Good,Very Good,Excellent,Very Good,Excellent,Seating Arrangement,Yes,None of these,Excellent,no
5351614665,Very Good,Very Good,Very Good,Very Good,Very Good,"Seating Arrangement, Drinking Water",Yes,PC Hang,Very Good,GOOD QUALITY HEADPHONES PROVIDE PLEASE.
1551610676,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,None of these,Excellent,N/A
7551616701,Excellent,Very Good,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,No
2151611148,Good,Poor,Excellent,Excellent,Good,Washrooms,No,None of these,Excellent,NO
2251611483,Average,Very Good,Very Good,Very Good,Average,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",No,None of these,Good,No Suggestion.
2151611122,Average,Very Good,Very Good,Excellent,Very Good,Seating Arrangement,No,Power Failure,Very Good,no
8351607264,Poor,Poor,Excellent,Very Good,Good,Washrooms,No,Internet failure,Poor,good work
6552615983,Excellent,Excellent,Excellent,Excellent,Good,Seating Arrangement,Yes,None of these,Very Good,NO
4251613251,Excellent,Excellent,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,the center is allready well trend ant theay hane always make such type of examinations in this campus so thats why no need to improve
2151611153,Good,Good,Very Good,Very Good,Good,Seating Arrangement,No,None of these,Good,no
4251613258,Good,Very Good,Very Good,Very Good,Excellent,"Seating Arrangement, Drinking Water, Ample lights",Yes,None of these,Very Good,NO
5351614656,Average,Good,Average,Good,Good,Drinking Water,No,None of these,Good,No
6151615415,Good,Very Good,Very Good,Good,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Very Good,all good
6151615420,Good,Good,Good,Good,Good,Waiting room,Yes,None of these,Good,No suggestions.
1451510462,Good,Good,Good,Good,Good,Seating Arrangement,Yes,None of these,Very Good,nothing
4251613227,Good,Excellent,Excellent,Good,Very Good,Seating Arrangement,Yes,None of these,Very Good,No
6151615417,Average,Average,Good,Average,Good,Waiting room,Yes,None of these,Average,Nothing
1451510468,Excellent,Average,Good,Very Good,Good,"Seating Arrangement, Waiting room, Washrooms",Yes,None of these,Excellent,nothing
7551616697,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Washrooms",Yes,None of these,Good,no
2151611140,Poor,Good,Good,Good,Average,Washrooms,Yes,None of these,Average,no
1251610332,Very Good,Excellent,Excellent,Excellent,Excellent,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,no
6151615416,Good,Good,Good,Good,Good,Ample lights,Yes,None of these,Good,ok
1251610338,Good,Very Good,Good,Very Good,Good,"Seating Arrangement, Ample lights, Washrooms",Yes,None of these,Very Good,Excellent
2251611493,Good,Good,Excellent,Excellent,Very Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",No,"Power Failure, PC Hang, Internet failure, Software lagging, PC Restart, None of these",Excellent,very good
1451510467,Excellent,Excellent,Excellent,Excellent,Excellent,Seating Arrangement,Yes,PC Restart,Excellent,tffj
4251613219,Good,Good,Very Good,Average,Good,Ample lights,No,PC Hang,Poor,very bad exam. In computer.
5351614673,Excellent,Excellent,Very Good,Very Good,Very Good,Drinking Water,Yes,None of these,Excellent,no
2151611156,Good,Good,Good,Good,Good,"Seating Arrangement, Drinking Water, Ample lights, Waiting room, Washrooms",Yes,None of these,Excellent,nice experience
1251610336,Very Good,Very Good,Very Good,Very Good,Very Good,Waiting room,Yes,None of these,Excellent,nothing
